sitename,monitordate,itemengname,concentration
陽明,2025-07-31 14:00,SO2,1.0
大同,2025-07-31 14:00,WD_HR,
大同,2025-07-31 14:00,WS_HR,
大同,2025-07-31 14:00,RH,46.0
大同,2025-07-31 14:00,PM2.5,12.0
大同,2025-07-31 14:00,CH4,2.06
大同,2025-07-31 14:00,RAINFALL,0.0
大同,2025-07-31 14:00,AMB_TEMP,
大同,2025-07-31 14:00,WIND_DIREC,
大同,2025-07-31 14:00,WIND_SPEED,
大同,2025-07-31 14:00,NMHC,0.32
大同,2025-07-31 14:00,THC,2.38
大同,2025-07-31 14:00,NO2,29.0
大同,2025-07-31 14:00,NO,23.7
大同,2025-07-31 14:00,NOx,52.7
大同,2025-07-31 14:00,PM10,27.0
大同,2025-07-31 14:00,O3,25.0
大同,2025-07-31 14:00,CO,1.12
大同,2025-07-31 14:00,SO2,1.3
松山,2025-07-31 14:00,WD_HR,66.0
松山,2025-07-31 14:00,WS_HR,0.8
松山,2025-07-31 14:00,RH,55.0
松山,2025-07-31 14:00,PM2.5,6.0
松山,2025-07-31 14:00,CH4,2.0
松山,2025-07-31 14:00,RAINFALL,0.0
松山,2025-07-31 14:00,AMB_TEMP,34.7
松山,2025-07-31 14:00,WIND_DIREC,62.0
松山,2025-07-31 14:00,WIND_SPEED,2.1
松山,2025-07-31 14:00,NMHC,0.06
松山,2025-07-31 14:00,THC,2.06
松山,2025-07-31 14:00,NO2,13.0
松山,2025-07-31 14:00,NO,3.5
松山,2025-07-31 14:00,NOx,17.1
松山,2025-07-31 14:00,PM10,8.0
松山,2025-07-31 14:00,O3,38.0
松山,2025-07-31 14:00,CO,0.22
松山,2025-07-31 14:00,SO2,0.8
古亭,2025-07-31 14:00,WD_HR,99.0
古亭,2025-07-31 14:00,WS_HR,0.8
古亭,2025-07-31 14:00,RH,55.0
古亭,2025-07-31 14:00,PM2.5,10.0
古亭,2025-07-31 14:00,CH4,1.96
古亭,2025-07-31 14:00,RAINFALL,0.0
古亭,2025-07-31 14:00,AMB_TEMP,34.7
古亭,2025-07-31 14:00,WIND_DIREC,85.0
古亭,2025-07-31 14:00,WIND_SPEED,2.6
古亭,2025-07-31 14:00,NMHC,0.05
古亭,2025-07-31 14:00,THC,2.0
古亭,2025-07-31 14:00,NO2,7.0
古亭,2025-07-31 14:00,NO,1.6
古亭,2025-07-31 14:00,NOx,9.2
古亭,2025-07-31 14:00,PM10,17.0
古亭,2025-07-31 14:00,O3,44.0
古亭,2025-07-31 14:00,CO,0.19
古亭,2025-07-31 14:00,SO2,1.1
萬華,2025-07-31 14:00,WD_HR,256.0
萬華,2025-07-31 14:00,WS_HR,0.8
萬華,2025-07-31 14:00,RH,45.0
萬華,2025-07-31 14:00,PM2.5,5.0
萬華,2025-07-31 14:00,CH4,2.15
萬華,2025-07-31 14:00,RAINFALL,0.0
萬華,2025-07-31 14:00,AMB_TEMP,36.3
萬華,2025-07-31 14:00,WIND_DIREC,136.0
萬華,2025-07-31 14:00,WIND_SPEED,1.6
萬華,2025-07-31 14:00,NMHC,0.1
萬華,2025-07-31 14:00,THC,2.25
萬華,2025-07-31 14:00,NO2,11.0
萬華,2025-07-31 14:00,NO,1.2
萬華,2025-07-31 14:00,NOx,12.6
萬華,2025-07-31 14:00,PM10,18.0
萬華,2025-07-31 14:00,O3,44.0
萬華,2025-07-31 14:00,CO,0.26
萬華,2025-07-31 14:00,SO2,1.0
中山,2025-07-31 14:00,WD_HR,241.0
中山,2025-07-31 14:00,WS_HR,1.4
中山,2025-07-31 14:00,RH,39.0
中山,2025-07-31 14:00,PM2.5,15.0
中山,2025-07-31 14:00,CH4,2.0
中山,2025-07-31 14:00,RAINFALL,0.0
中山,2025-07-31 14:00,AMB_TEMP,36.0
中山,2025-07-31 14:00,WIND_DIREC,197.0
中山,2025-07-31 14:00,WIND_SPEED,1.7
中山,2025-07-31 14:00,NMHC,0.11
中山,2025-07-31 14:00,THC,2.11
中山,2025-07-31 14:00,NO2,12.0
中山,2025-07-31 14:00,NO,2.9
中山,2025-07-31 14:00,NOx,15.1
中山,2025-07-31 14:00,PM10,13.0
中山,2025-07-31 14:00,O3,43.0
中山,2025-07-31 14:00,CO,0.3
中山,2025-07-31 14:00,SO2,0.7
士林,2025-07-31 14:00,WD_HR,229.0
士林,2025-07-31 14:00,WS_HR,2.5
士林,2025-07-31 14:00,RH,53.0
士林,2025-07-31 14:00,PM2.5,7.0
士林,2025-07-31 14:00,RAINFALL,0.0
士林,2025-07-31 14:00,AMB_TEMP,35.4
士林,2025-07-31 14:00,WIND_DIREC,226.0
士林,2025-07-31 14:00,WIND_SPEED,3.3
士林,2025-07-31 14:00,NO2,7.0
士林,2025-07-31 14:00,NO,1.2
士林,2025-07-31 14:00,NOx,9.2
士林,2025-07-31 14:00,PM10,21.0
士林,2025-07-31 14:00,O3,50.0
士林,2025-07-31 14:00,CO,0.19
士林,2025-07-31 14:00,SO2,0.8
陽明,2025-07-31 14:00,RH,73.0
陽明,2025-07-31 14:00,PM2.5,11.0
陽明,2025-07-31 14:00,RAINFALL,0.0
陽明,2025-07-31 14:00,AMB_TEMP,28.2
陽明,2025-07-31 14:00,NO2,2.0
陽明,2025-07-31 14:00,NO,0.6
陽明,2025-07-31 14:00,NOx,3.3
陽明,2025-07-31 14:00,PM10,12.0
陽明,2025-07-31 14:00,O3,53.0
陽明,2025-07-31 14:00,CO,0.19
陽明,2025-07-31 14:00,SO2,1.0
大同,2025-07-31 14:00,WD_HR,
大同,2025-07-31 14:00,WS_HR,
大同,2025-07-31 14:00,RH,46.0
大同,2025-07-31 14:00,PM2.5,12.0
大同,2025-07-31 14:00,CH4,2.06
大同,2025-07-31 14:00,RAINFALL,0.0
大同,2025-07-31 14:00,AMB_TEMP,
大同,2025-07-31 14:00,WIND_DIREC,
大同,2025-07-31 14:00,WIND_SPEED,
大同,2025-07-31 14:00,NMHC,0.32
大同,2025-07-31 14:00,THC,2.38
大同,2025-07-31 14:00,NO2,29.0
大同,2025-07-31 14:00,NO,23.7
大同,2025-07-31 14:00,NOx,52.7
大同,2025-07-31 14:00,PM10,27.0
大同,2025-07-31 14:00,O3,25.0
大同,2025-07-31 14:00,CO,1.12
大同,2025-07-31 14:00,SO2,1.3
松山,2025-07-31 14:00,WD_HR,66.0
松山,2025-07-31 14:00,WS_HR,0.8
松山,2025-07-31 14:00,RH,55.0
松山,2025-07-31 14:00,PM2.5,6.0
松山,2025-07-31 14:00,CH4,2.0
松山,2025-07-31 14:00,RAINFALL,0.0
松山,2025-07-31 14:00,AMB_TEMP,34.7
松山,2025-07-31 14:00,WIND_DIREC,62.0
松山,2025-07-31 14:00,WIND_SPEED,2.1
松山,2025-07-31 14:00,NMHC,0.06
松山,2025-07-31 14:00,THC,2.06
松山,2025-07-31 14:00,NO2,13.0
松山,2025-07-31 14:00,NO,3.5
松山,2025-07-31 14:00,NOx,17.1
松山,2025-07-31 14:00,PM10,8.0
松山,2025-07-31 14:00,O3,38.0
松山,2025-07-31 14:00,CO,0.22
松山,2025-07-31 14:00,SO2,0.8
古亭,2025-07-31 14:00,WD_HR,99.0
古亭,2025-07-31 14:00,WS_HR,0.8
古亭,2025-07-31 14:00,RH,55.0
古亭,2025-07-31 14:00,PM2.5,10.0
古亭,2025-07-31 14:00,CH4,1.96
古亭,2025-07-31 14:00,RAINFALL,0.0
古亭,2025-07-31 14:00,AMB_TEMP,34.7
古亭,2025-07-31 14:00,WIND_DIREC,85.0
古亭,2025-07-31 14:00,WIND_SPEED,2.6
古亭,2025-07-31 14:00,NMHC,0.05
古亭,2025-07-31 14:00,THC,2.0
古亭,2025-07-31 14:00,NO2,7.0
古亭,2025-07-31 14:00,NO,1.6
古亭,2025-07-31 14:00,NOx,9.2
古亭,2025-07-31 14:00,PM10,17.0
古亭,2025-07-31 14:00,O3,44.0
古亭,2025-07-31 14:00,CO,0.19
古亭,2025-07-31 14:00,SO2,1.1
萬華,2025-07-31 14:00,WD_HR,256.0
萬華,2025-07-31 14:00,WS_HR,0.8
萬華,2025-07-31 14:00,RH,45.0
萬華,2025-07-31 14:00,PM2.5,5.0
萬華,2025-07-31 14:00,CH4,2.15
萬華,2025-07-31 14:00,RAINFALL,0.0
萬華,2025-07-31 14:00,AMB_TEMP,36.3
萬華,2025-07-31 14:00,WIND_DIREC,136.0
萬華,2025-07-31 14:00,WIND_SPEED,1.6
萬華,2025-07-31 14:00,NMHC,0.1
萬華,2025-07-31 14:00,THC,2.25
萬華,2025-07-31 14:00,NO2,11.0
萬華,2025-07-31 14:00,NO,1.2
萬華,2025-07-31 14:00,NOx,12.6
萬華,2025-07-31 14:00,PM10,18.0
萬華,2025-07-31 14:00,O3,44.0
萬華,2025-07-31 14:00,CO,0.26
萬華,2025-07-31 14:00,SO2,1.0
中山,2025-07-31 14:00,WD_HR,241.0
中山,2025-07-31 14:00,WS_HR,1.4
中山,2025-07-31 14:00,RH,39.0
中山,2025-07-31 14:00,PM2.5,15.0
中山,2025-07-31 14:00,CH4,2.0
中山,2025-07-31 14:00,RAINFALL,0.0
中山,2025-07-31 14:00,AMB_TEMP,36.0
中山,2025-07-31 14:00,WIND_DIREC,197.0
中山,2025-07-31 14:00,WIND_SPEED,1.7
中山,2025-07-31 14:00,NMHC,0.11
中山,2025-07-31 14:00,THC,2.11
中山,2025-07-31 14:00,NO2,12.0
中山,2025-07-31 14:00,NO,2.9
中山,2025-07-31 14:00,NOx,15.1
中山,2025-07-31 14:00,PM10,13.0
中山,2025-07-31 14:00,O3,43.0
中山,2025-07-31 14:00,CO,0.3
中山,2025-07-31 14:00,SO2,0.7
士林,2025-07-31 14:00,WD_HR,229.0
士林,2025-07-31 14:00,WS_HR,2.5
士林,2025-07-31 14:00,RH,53.0
士林,2025-07-31 14:00,PM2.5,7.0
士林,2025-07-31 14:00,RAINFALL,0.0
士林,2025-07-31 14:00,AMB_TEMP,35.4
士林,2025-07-31 14:00,WIND_DIREC,226.0
士林,2025-07-31 14:00,WIND_SPEED,3.3
士林,2025-07-31 14:00,NO2,7.0
士林,2025-07-31 14:00,NO,1.2
士林,2025-07-31 14:00,NOx,9.2
士林,2025-07-31 14:00,PM10,21.0
士林,2025-07-31 14:00,O3,50.0
士林,2025-07-31 14:00,CO,0.19
士林,2025-07-31 14:00,SO2,0.8
陽明,2025-07-31 13:00,RH,74.0
陽明,2025-07-31 13:00,PM2.5,3.0
陽明,2025-07-31 13:00,RAINFALL,0.0
陽明,2025-07-31 13:00,AMB_TEMP,27.1
陽明,2025-07-31 13:00,WIND_DIREC,
陽明,2025-07-31 13:00,NO2,3.0
陽明,2025-07-31 13:00,NO,0.6
陽明,2025-07-31 13:00,NOx,3.6
陽明,2025-07-31 13:00,PM10,14.0
陽明,2025-07-31 13:00,O3,49.0
陽明,2025-07-31 13:00,CO,0.19
陽明,2025-07-31 13:00,SO2,1.1
大同,2025-07-31 13:00,WD_HR,
大同,2025-07-31 13:00,WS_HR,
大同,2025-07-31 13:00,RH,46.0
大同,2025-07-31 13:00,PM2.5,9.0
大同,2025-07-31 13:00,CH4,2.04
大同,2025-07-31 13:00,RAINFALL,0.0
大同,2025-07-31 13:00,AMB_TEMP,
大同,2025-07-31 13:00,WIND_DIREC,
大同,2025-07-31 13:00,WIND_SPEED,
大同,2025-07-31 13:00,NMHC,0.21
大同,2025-07-31 13:00,THC,2.25
大同,2025-07-31 13:00,NO2,19.0
大同,2025-07-31 13:00,NO,11.9
大同,2025-07-31 13:00,NOx,31.0
大同,2025-07-31 13:00,PM10,27.0
大同,2025-07-31 13:00,O3,32.0
大同,2025-07-31 13:00,CO,0.78
大同,2025-07-31 13:00,SO2,1.4
松山,2025-07-31 13:00,WD_HR,274.0
松山,2025-07-31 13:00,WS_HR,1.2
松山,2025-07-31 13:00,RH,49.0
松山,2025-07-31 13:00,PM2.5,6.0
松山,2025-07-31 13:00,CH4,2.04
松山,2025-07-31 13:00,RAINFALL,0.0
松山,2025-07-31 13:00,AMB_TEMP,35.7
松山,2025-07-31 13:00,WIND_DIREC,262.0
松山,2025-07-31 13:00,WIND_SPEED,1.7
松山,2025-07-31 13:00,NMHC,0.08
松山,2025-07-31 13:00,THC,2.12
松山,2025-07-31 13:00,NO2,13.0
松山,2025-07-31 13:00,NO,1.7
松山,2025-07-31 13:00,NOx,15.1
松山,2025-07-31 13:00,PM10,11.0
松山,2025-07-31 13:00,O3,60.0
松山,2025-07-31 13:00,CO,0.26
松山,2025-07-31 13:00,SO2,1.3
古亭,2025-07-31 13:00,WD_HR,262.0
古亭,2025-07-31 13:00,WS_HR,1.4
古亭,2025-07-31 13:00,RH,50.0
古亭,2025-07-31 13:00,PM2.5,5.0
古亭,2025-07-31 13:00,CH4,1.99
古亭,2025-07-31 13:00,RAINFALL,0.0
古亭,2025-07-31 13:00,AMB_TEMP,36.1
古亭,2025-07-31 13:00,WIND_DIREC,261.0
古亭,2025-07-31 13:00,WIND_SPEED,2.7
古亭,2025-07-31 13:00,NMHC,0.07
古亭,2025-07-31 13:00,THC,2.06
古亭,2025-07-31 13:00,NO2,7.0
古亭,2025-07-31 13:00,NO,1.2
古亭,2025-07-31 13:00,NOx,8.6
古亭,2025-07-31 13:00,PM10,16.0
古亭,2025-07-31 13:00,O3,60.0
古亭,2025-07-31 13:00,CO,0.21
古亭,2025-07-31 13:00,SO2,1.3
萬華,2025-07-31 13:00,WD_HR,280.0
萬華,2025-07-31 13:00,WS_HR,2.2
萬華,2025-07-31 13:00,RH,45.0
萬華,2025-07-31 13:00,PM2.5,4.0
萬華,2025-07-31 13:00,CH4,2.12
萬華,2025-07-31 13:00,RAINFALL,0.0
萬華,2025-07-31 13:00,AMB_TEMP,36.2
萬華,2025-07-31 13:00,WIND_DIREC,286.0
萬華,2025-07-31 13:00,WIND_SPEED,2.0
萬華,2025-07-31 13:00,NMHC,0.06
萬華,2025-07-31 13:00,THC,2.18
萬華,2025-07-31 13:00,NO2,8.0
萬華,2025-07-31 13:00,NO,0.9
萬華,2025-07-31 13:00,NOx,9.8
萬華,2025-07-31 13:00,PM10,19.0
萬華,2025-07-31 13:00,O3,46.0
萬華,2025-07-31 13:00,CO,0.24
萬華,2025-07-31 13:00,SO2,1.1
中山,2025-07-31 13:00,WD_HR,269.0
中山,2025-07-31 13:00,WS_HR,1.6
中山,2025-07-31 13:00,RH,38.0
中山,2025-07-31 13:00,PM2.5,4.0
中山,2025-07-31 13:00,CH4,2.0
中山,2025-07-31 13:00,RAINFALL,0.0
中山,2025-07-31 13:00,AMB_TEMP,36.2
中山,2025-07-31 13:00,WIND_DIREC,286.0
中山,2025-07-31 13:00,WIND_SPEED,2.4
中山,2025-07-31 13:00,NMHC,0.11
中山,2025-07-31 13:00,THC,2.11
中山,2025-07-31 13:00,NO2,15.0
中山,2025-07-31 13:00,NO,4.2
中山,2025-07-31 13:00,NOx,19.2
中山,2025-07-31 13:00,PM10,14.0
中山,2025-07-31 13:00,O3,44.0
中山,2025-07-31 13:00,CO,0.34
中山,2025-07-31 13:00,SO2,0.8
士林,2025-07-31 13:00,WD_HR,259.0
士林,2025-07-31 13:00,WS_HR,2.2
士林,2025-07-31 13:00,RH,55.0
士林,2025-07-31 13:00,PM2.5,7.0
士林,2025-07-31 13:00,RAINFALL,0.0
士林,2025-07-31 13:00,AMB_TEMP,34.9
士林,2025-07-31 13:00,WIND_DIREC,248.0
士林,2025-07-31 13:00,WIND_SPEED,2.1
士林,2025-07-31 13:00,NO2,5.0
士林,2025-07-31 13:00,NO,0.6
士林,2025-07-31 13:00,NOx,6.5
士林,2025-07-31 13:00,PM10,18.0
士林,2025-07-31 13:00,O3,50.0
士林,2025-07-31 13:00,CO,0.19
士林,2025-07-31 13:00,SO2,0.9
陽明,2025-07-31 13:00,RH,74.0
陽明,2025-07-31 13:00,PM2.5,3.0
陽明,2025-07-31 13:00,RAINFALL,0.0
陽明,2025-07-31 13:00,AMB_TEMP,27.1
陽明,2025-07-31 13:00,NO2,3.0
陽明,2025-07-31 13:00,NO,0.6
陽明,2025-07-31 13:00,NOx,3.6
陽明,2025-07-31 13:00,PM10,14.0
陽明,2025-07-31 13:00,O3,49.0
陽明,2025-07-31 13:00,CO,0.19
陽明,2025-07-31 13:00,SO2,1.1
大同,2025-07-31 13:00,WD_HR,
大同,2025-07-31 13:00,WS_HR,
大同,2025-07-31 13:00,RH,46.0
大同,2025-07-31 13:00,PM2.5,9.0
大同,2025-07-31 13:00,CH4,2.04
大同,2025-07-31 13:00,RAINFALL,0.0
大同,2025-07-31 13:00,AMB_TEMP,
大同,2025-07-31 13:00,WIND_DIREC,
大同,2025-07-31 13:00,WIND_SPEED,
大同,2025-07-31 13:00,NMHC,0.21
大同,2025-07-31 13:00,THC,2.25
大同,2025-07-31 13:00,NO2,19.0
大同,2025-07-31 13:00,NO,11.9
大同,2025-07-31 13:00,NOx,31.0
大同,2025-07-31 13:00,PM10,27.0
大同,2025-07-31 13:00,O3,32.0
大同,2025-07-31 13:00,CO,0.78
大同,2025-07-31 13:00,SO2,1.4
松山,2025-07-31 13:00,WD_HR,274.0
松山,2025-07-31 13:00,WS_HR,1.2
松山,2025-07-31 13:00,RH,49.0
松山,2025-07-31 13:00,PM2.5,6.0
松山,2025-07-31 13:00,CH4,2.04
松山,2025-07-31 13:00,RAINFALL,0.0
松山,2025-07-31 13:00,AMB_TEMP,35.7
松山,2025-07-31 13:00,WIND_DIREC,262.0
松山,2025-07-31 13:00,WIND_SPEED,1.7
松山,2025-07-31 13:00,NMHC,0.08
松山,2025-07-31 13:00,THC,2.12
松山,2025-07-31 13:00,NO2,13.0
松山,2025-07-31 13:00,NO,1.7
松山,2025-07-31 13:00,NOx,15.1
松山,2025-07-31 13:00,PM10,11.0
松山,2025-07-31 13:00,O3,60.0
松山,2025-07-31 13:00,CO,0.26
松山,2025-07-31 13:00,SO2,1.3
古亭,2025-07-31 13:00,WD_HR,262.0
古亭,2025-07-31 13:00,WS_HR,1.4
古亭,2025-07-31 13:00,RH,50.0
古亭,2025-07-31 13:00,PM2.5,5.0
古亭,2025-07-31 13:00,CH4,1.99
古亭,2025-07-31 13:00,RAINFALL,0.0
古亭,2025-07-31 13:00,AMB_TEMP,36.1
古亭,2025-07-31 13:00,WIND_DIREC,261.0
古亭,2025-07-31 13:00,WIND_SPEED,2.7
古亭,2025-07-31 13:00,NMHC,0.07
古亭,2025-07-31 13:00,THC,2.06
古亭,2025-07-31 13:00,NO2,7.0
古亭,2025-07-31 13:00,NO,1.2
古亭,2025-07-31 13:00,NOx,8.6
古亭,2025-07-31 13:00,PM10,16.0
古亭,2025-07-31 13:00,O3,60.0
古亭,2025-07-31 13:00,CO,0.21
古亭,2025-07-31 13:00,SO2,1.3
